Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.412384510040283,6.427066322741706,6.363544880017381,6.395005964384629,493729600
2010-01-05,6.423468589782715,6.459723852019821,6.389610022526822,6.430060601116457,601904800
2010-01-06,6.321296215057373,6.44893875336688,6.314704202262994,6.423470013074288,552160000
2010-01-07,6.3096113204956055,6.352159375743484,6.263768058246057,6.344668450515088,477131200
2010-01-08,6.35155725479126,6.352156928627924,6.26406608217472,6.301219456796891,447610800
2010-01-11,6.295528888702393,6.382121574520934,6.24578995075598,6.376128834997422,462229600
2010-01-12,6.22391414642334,6.285338903691495,6.1849625540946205,6.267959565460508,594459600
2010-01-13,6.31170654296875,6.320096376251566,6.115449572171949,6.2284102842913915,605892000
2010-01-14,6.275153636932373,6.306015845737017,6.262868920835972,6.295528951515607,432894000
2010-01-15,6.170281887054443,6.340172420550783,6.16848406553127,6.320096746875335,594067600
2010-01-19,6.4432477951049805,6.447742351057383,6.209536886322297,6.242196126094639,730007600
2010-01-20,6.344067573547363,6.458525674504352,6.277249741754556,6.439349312023581,612152800
2010-01-21,6.234401226043701,6.391407747785781,6.208633254951915,6.354553612393934,608154400
2010-01-22,5.92518424987793,6.217323434876795,5.907506472372014,6.195750377559725,881767600
2010-01-25,6.084588527679443,6.133427751947065,5.9982950834726685,6.067809257973941,1065699600
2010-01-26,6.170582294464111,6.403395010144516,6.0699066768912555,6.170881931422055,1867110000
2010-01-27,6.228710651397705,6.309610229580589,5.978518992669106,6.197848444842119,1722568400
2010-01-28,5.971327781677246,6.157398321587291,5.953650002252873,6.140319816045054,1173502400
2010-01-29,5.754694938659668,6.058519967804259,5.700461857518746,6.02496143362469,1245952400
2010-02-01,5.834695816040039,5.872748902755397,5.731922758247732,5.7639831068821605,749876400
2010-02-02,5.868554592132568,5.882337891142079,5.79424663250177,5.870053176856827,698342400
2010-02-03,5.969529628753662,5.998594010375022,5.825407468492516,5.847879837776201,615328000
2010-02-04,5.754395008087158,5.9437607138080955,5.740012437987531,5.894621066066173,757652000
2010-02-05,5.856568813323975,5.872749206980674,5.718439393797228,5.771773965381838,850306800
2010-02-08,5.816420078277588,5.929081187089861,5.812824434369867,5.8634622859715,478270800
2010-02-09,5.878443241119385,5.91769448366254,5.835296317954463,5.885334491313526,632886800
2010-02-10,5.846380710601807,5.890726568220166,5.820612739352889,5.869451949965533,370361600
2010-02-11,5.952749252319336,5.985109634082328,5.814619856273944,5.839189679452514,550345600
2010-02-12,6.003987789154053,6.041741243510195,5.857768162771362,5.935971403895382,655468800
2010-02-16,6.094475269317627,6.1031643392834765,6.038144732815726,6.050729082443522,543737600
2010-02-17,6.069007873535156,6.121742375393937,6.0183696301329075,6.118146732071931,436396800
2010-02-18,6.080392360687256,6.109157102877768,6.020166544270516,6.04143996395349,422825200
2010-02-19,6.042640209197998,6.08848386438862,6.02586093933753,6.048333711538178,415469600
2010-02-22,6.005184173583984,6.067507438680664,5.968330040918864,6.06271364909569,390563600
2010-02-23,5.904509544372559,6.032451700536245,5.864059762954422,5.992600792869819,575094800
2010-02-24,6.0123772621154785,6.03574814194133,5.927880850228844,5.939566690191064,460566400
2010-02-25,6.052527904510498,6.07829588182054,5.899417025235324,5.914098835570021,665126000
2010-02-26,6.131030559539795,6.147510190950099,6.052527682651459,6.063913486156062,507460800
2010-03-01,6.2619709968566895,6.277251684127568,6.1559014965376075,6.1648902067056675,550093600
2010-03-02,6.257771968841553,6.317098457115382,6.224512682930013,6.2901315442234305,566546400
2010-03-03,6.272157192230225,6.288337589943912,6.230509250164784,6.26047214953579,372052800
2010-03-04,6.31350564956665,6.319798025809641,6.251182361212695,6.270659163918924,366041200
2010-03-05,6.56040096282959,6.582873333896936,6.430960601542845,6.440249346937738,899620400
2010-03-08,6.564294338226318,6.594556461066847,6.5394248787902045,6.592159766225909,429889600
2010-03-09,6.682349681854248,6.741676191025543,6.5286395443886835,6.54122389481149,920259200
2010-03-10,6.736883640289307,6.756060407581537,6.687744774300504,6.706621504554409,596218000
2010-03-11,6.756656646728516,6.756656646728516,6.691337804990175,6.709016381490595,405700400
2010-03-12,6.789618015289307,6.8234757902291605,6.764149274785836,6.81268886011268,416323600
2010-03-15,6.706918716430664,6.756656438363613,6.59935107654244,6.753061595894926,493502800
2010-03-16,6.725196838378906,6.74107719553344,6.66706887447151,6.717107041362104,446908000
2010-03-17,6.715307712554932,6.785121100950151,6.689839379458039,6.738678587623974,450956800
2010-03-18,6.731189727783203,6.7416766204619964,6.670064993173038,6.71470929630401,342109600
2010-03-19,6.659278869628906,6.748868318436865,6.628716300435522,6.7353850555850014,559445600
2010-03-22,6.734186172485352,6.77164038974122,6.596356381196804,6.6059447632269315,456419600
2010-03-23,6.842350482940674,6.8549352310004785,6.7147075814864845,6.760850857607349,602431200
2010-03-24,6.872615814208984,6.897485282136663,6.816884139082055,6.820779819657928,597780400
2010-03-25,6.791114330291748,6.920555063380857,6.779128854978362,6.919056478917441,542284400
2010-03-26,6.918459892272949,6.949920573403817,6.848046405749128,6.860031884331575,640875200
2010-03-29,6.9631028175354,7.007448281936411,6.940031974666603,6.981381069844667,540744400
2010-03-30,7.066773891448975,7.115614303507301,7.01883279009218,7.089246257706895,527310000
2010-03-31,7.04130744934082,7.089548603340612,7.025127852429291,7.055990061492116,430659600
2010-04-01,7.070370674133301,7.153068067182896,6.973889982192798,7.113517592301873,603145200
2010-04-05,7.145876407623291,7.146475681389719,7.03441388736325,7.040706661959981,684507600
2010-04-06,7.1773362159729,7.198309992835805,7.101230065481698,7.137185683031179,447017200
2010-04-07,7.209100246429443,7.248651524003747,7.150971477826927,7.177638766511642,628502000
2010-04-08,7.189623832702637,7.2372649052040945,7.132394378284319,7.204305642463515,572989200
2010-04-09,7.244753360748291,7.24775052934049,7.20490285992831,7.233967234268998,334182800
2010-04-12,7.259737014770508,7.283107894755608,7.24535444241131,7.25703988240386,333026400
2010-04-13,7.263933181762695,7.275020151134697,7.224381896710651,7.246855072413963,306210800
2010-04-14,7.3616108894348145,7.365206532388219,7.313071309760986,7.349326176059965,404076400
2010-04-15,7.458395004272461,7.4616906117627195,7.356220770788367,7.364310571063677,376784800
2010-04-16,7.412848472595215,7.524910290851101,7.3274539426619665,7.447904795363183,750545600
2010-04-19,7.402959823608398,7.427529249828101,7.244155463652925,7.401761275983118,566924400
2010-04-20,7.328652858734131,7.4682804831239045,7.2798132339038855,7.447006658796206,738326400
2010-04-21,7.767009735107422,7.79787193430855,7.662438462165492,7.754424985898531,982391200
2010-04-22,7.984239101409912,7.99262893192998,7.676518904241342,7.737644012217846,793424800
2010-04-23,8.11487865447998,8.155328428428437,8.000120543129658,8.029783390652504,796955600
2010-04-26,8.075030326843262,8.163720456576682,8.035778289616117,8.146342314980368,479068800
2010-04-27,7.851505279541016,8.025290680475322,7.805962071088252,8.008211777280904,709343600
2010-04-28,7.838320255279541,7.910230694225872,7.6828123408626405,7.887759132110462,758402400
2010-04-29,8.049262046813965,8.090011066980507,7.850607173083147,7.8808693012936155,558840800
2010-04-30,7.8230438232421875,8.107092506062308,7.820347490218406,8.069339043136448,542463600
2010-05-03,7.980648517608643,8.026492577669918,7.876676480872582,7.90544163231457,454342000
2010-05-04,7.750830173492432,7.88895999235526,7.693002248560754,7.8769753157329845,723819600
2010-05-05,7.670228958129883,7.734649687926516,7.452697381327278,7.581538840920545,883103200
2010-05-06,7.378388404846191,7.737943794247954,5.970126929336931,7.6055075178132245,1285860800
2010-05-07,7.06707239151001,7.387976660083461,6.747966744152106,7.302282920461562,1676018400
2010-05-10,7.6103034019470215,7.630079438907151,7.446705642133466,7.498242392900664,984306400
2010-05-11,7.68610954284668,7.787084364738406,7.505732152875298,7.545881892083944,848906800
2010-05-12,7.853003978729248,7.884165416582882,7.7514298688261825,7.767608661411963,654379600
2010-05-13,7.741245269775391,7.940199451564875,7.682517213628774,7.886864861808149,599712400
2010-05-14,7.605212211608887,7.684914056546319,7.475772222912628,7.645362771089388,759362800
2010-05-17,7.6171956062316895,7.675923644361183,7.422136365516419,7.63157817885898,762834800
2010-05-18,7.561463356018066,7.746934181096273,7.498540412368309,7.699892391870298,782678400
2010-05-19,7.441015720367432,7.578246282264511,7.336445195298415,7.475772816395062,1025726800
2010-05-20,7.124003887176514,7.3064783426689175,7.077560571814807,7.247450278615215,1282915200
2010-05-21,7.260636806488037,7.325956060081842,6.931941879763063,6.975987310382486,1223891200
2010-05-24,7.393670082092285,7.517717350990785,7.378689038085219,7.409251199962057,754238800
2010-05-25,7.34752893447876,7.393671422492064,7.106027164404795,7.171645653236879,1048006400
2010-05-26,7.314269542694092,7.554573562101989,7.3034826131180495,7.49314919105301,850654000
2010-05-27,7.591127872467041,7.607308267267583,7.4640850099832665,7.508729714007174,666282400
2010-05-28,7.69689416885376,7.772401042964259,7.591124377709017,7.77210180621059,815614800
2010-06-01,7.81525182723999,7.968362709861136,7.759220917146928,7.781094014678331,876472800
2010-06-02,7.908735752105713,7.934203689098176,7.800268791775931,7.926413129502322,688548000
2010-06-03,7.883861064910889,7.956670784950598,7.802660716921416,7.945583826668927,650106800
2010-06-04,7.669332027435303,7.847311572285249,7.629481513873235,7.736748339856043,758304400
2010-06-07,7.518918037414551,7.764913986867145,7.507231795638613,7.739146007773905,886942000
2010-06-08,7.470675468444824,7.6046103527507345,7.360411497484296,7.587830687559611,1000770400
2010-06-09,7.2870049476623535,7.547684348814302,7.265731919852109,7.534799557184387,854630000
2010-06-10,7.506033897399902,7.520115634434918,7.257040783166499,7.336143340763307,776356000
